Estrelas,Idade em anos,Releases,Linhas totais,Media de CBO's,Mediana de CBO's,Media de DIT's,Mediana de DIT's,Media de LCOM's,Mediana de LCOM's
110440.0,2.3698630136986303,9.0,7700.0,1.8744186046511628,2.0,1.0,1.0,4.706976744186046,1.0
91009.0,10.613698630136986,0.0,34593.0,3.3572204125950056,3.0,1.201954397394137,1.0,1.8680781758957654,0.0
79536.0,6.958904109589041,3.0,100903.0,3.9407894736842106,3.0,1.2394736842105263,1.0,1110.803947368421,13.0
76476.0,12.419178082191781,300.0,389943.0,5.279619076184763,4.0,1.2910917816436713,1.0,12.564262147570487,0.0
75771.0,6.284931506849315,0.0,75.0,1.0,1.0,1.0,1.0,0.0,0.0
64017.0,8.09041095890411,0.0,5622.0,1.3035019455252919,1.0,1.0077821011673151,1.0,0.2918287937743191,0.0
61110.0,8.676712328767124,0.0,51670.0,1.9895977808599168,2.0,1.0464632454923717,1.0,6.94244105409154,1.0
57571.0,14.284931506849315,327.0,729125.0,5.222486144101346,3.0,1.4635222259925347,1.0,29.89373374052709,0.0
54293.0,2.136986301369863,118.0,17394.0,7.833810888252149,5.0,1.320916905444126,1.0,12.925501432664756,0.0
50590.0,10.810958904109588,48.0,255755.0,4.009322560596644,2.0,1.807644499689248,1.0,47.69717215661902,0.0
48045.0,12.194520547945206,235.0,370369.0,2.499789331760344,1.0,1.3153282211173842,1.0,47.41636470885649,0.0
43204.0,12.008219178082191,30.0,122275.0,4.3469680660208105,3.0,1.6401148188015788,1.0,31.848941514172946,0.0
41912.0,6.3123287671232875,54.0,44189.0,7.135910224438903,4.0,1.180798004987531,1.0,52.728179551122196,0.0
40821.0,12.753424657534246,109.0,247803.0,5.39125932062966,4.0,1.2893537696768849,1.0,46.48425849212924,1.0
39833.0,9.408219178082192,91.0,24560.0,5.906542056074766,4.0,1.4299065420560748,1.0,60.82554517133956,0.0
37864.0,10.904109589041095,44.0,21111.0,8.843137254901961,5.0,1.9803921568627452,1.0,91.0326797385621,1.0
37091.0,11.89041095890411,0.0,506872.0,4.1046705222572735,3.0,1.1134332281808623,1.0,6.0607255520504735,0.0
36060.0,6.556164383561644,59.0,47677.0,4.754994742376446,3.0,1.3564668769716088,1.0,36.337539432176655,1.0
35517.0,4.8054794520547945,0.0,58.0,1.3333333333333333,1.0,1.0,1.0,1.0,0.0
35238.0,8.449315068493151,56.0,17877.0,6.897610921501706,5.0,1.286689419795222,1.0,33.39249146757679,0.0
34994.0,6.997260273972603,210.0,51868.0,7.481973434535105,5.0,1.2441492726122707,1.0,6.8222643896268185,0.0
34819.0,11.698630136986301,47.0,60263.0,5.9562913907284765,4.0,1.2364238410596027,1.0,19.986092715231788,0.0
33884.0,14.364383561643836,0.0,330055.0,4.220426262337291,2.0,1.5291088542411673,1.0,67.12787870118724,0.0
33498.0,7.3561643835616435,0.0,7155.0,5.035343035343035,4.0,1.130977130977131,1.0,2.3264033264033266,0.0
33495.0,8.635616438356164,117.0,39995.0,4.155223880597015,2.0,1.364179104477612,1.0,144.95373134328358,0.0
33322.0,6.506849315068493,21.0,4394.0,2.61875,2.0,1.00625,1.0,0.41875,0.0
33241.0,9.542465753424658,135.0,40963.0,8.335652173913044,5.0,1.6486956521739131,1.0,43.845217391304345,1.0
33218.0,7.115068493150685,14.0,20545.0,6.569642857142857,5.0,1.375,1.0,32.025,1.0
33157.0,13.441095890410958,31.0,40017.0,5.026890756302521,4.0,1.7092436974789915,2.0,22.963025210084034,0.0
31861.0,12.178082191780822,102.0,87681.0,5.708177445216462,4.0,1.3821485836451095,1.0,32.42490646712988,1.0
31000.0,6.761643835616439,77.0,143404.0,5.4723585214262345,3.0,1.287209682695453,1.0,25.6702649656526,0.0
30738.0,9.202739726027398,30.0,108810.0,5.39258806760334,4.0,1.2064752596212585,1.0,20.67949501119935,0.0
30402.0,8.36986301369863,0.0,4171.0,4.666666666666667,4.0,1.0264026402640265,1.0,4.584158415841584,0.0
29707.0,4.147945205479452,34.0,85581.0,7.809352517985611,6.0,1.229939125622579,1.0,16.036801328168234,0.0
29676.0,13.597260273972603,0.0,645047.0,7.541486810551559,4.0,1.3502398081534772,1.0,55.88045563549161,0.0
29622.0,10.936986301369863,149.0,125149.0,3.6117042309213128,3.0,1.2831158560695928,1.0,104.01581652827204,0.0
29382.0,9.043835616438356,41.0,32879.0,7.1801925722145805,6.0,1.2640990371389271,1.0,14.785419532324621,0.0
28894.0,12.183561643835617,32.0,112533.0,5.8291984732824424,4.0,1.3807251908396947,1.0,77.43034351145039,1.0
28662.0,6.882191780821918,0.0,5988.0,5.137096774193548,4.0,1.1129032258064515,1.0,3.586021505376344,0.0
28458.0,9.30958904109589,36.0,8715.0,4.674698795180723,3.0,1.1325301204819278,1.0,20.59036144578313,0.0
28306.0,7.295890410958904,47.0,18821.0,5.8161888701517706,5.0,1.109612141652614,1.0,29.54300168634064,0.0
28088.0,13.38082191780822,51.0,337799.0,5.099222126188418,4.0,1.937942955920484,2.0,231.16006914433882,0.0
27660.0,7.205479452054795,0.0,2971.0,4.4361702127659575,2.0,1.0212765957446808,1.0,48.329787234042556,6.0
27106.0,7.254794520547946,0.0,4399.0,1.962962962962963,1.0,1.0925925925925926,1.0,1.7654320987654322,0.0
26277.0,6.512328767123288,0.0,8581.0,4.146853146853147,3.0,1.1258741258741258,1.0,14.3006993006993,0.0
26017.0,11.717808219178082,76.0,491131.0,6.699988225597551,4.0,1.5323207347227128,1.0,73.88378664782762,2.0
25915.0,11.402739726027397,95.0,1629424.0,6.983734249713631,4.0,1.6508591065292095,1.0,76.32164948453608,0.0
25776.0,13.38082191780822,84.0,206496.0,1.8530109056424846,1.0,1.504188398925241,1.0,126.12122648964754,0.0
25548.0,6.2246575342465755,42.0,221755.0,6.705812574139976,4.0,1.8570581257413998,1.0,562.0827402135232,3.0
25531.0,12.043835616438356,0.0,7712.0,3.974264705882353,2.0,1.2352941176470589,1.0,10.481617647058824,0.0
25053.0,7.7972602739726025,14.0,18146.0,6.651026392961877,3.0,1.5073313782991202,1.0,30.319648093841643,0.0
24903.0,7.4,49.0,3392.0,5.516666666666667,4.0,1.4666666666666666,1.0,19.516666666666666,2.0
24741.0,12.67945205479452,7.0,5269.0,3.4262295081967213,3.0,1.8360655737704918,1.0,9.05464480874317,0.0
24647.0,10.786301369863013,0.0,1096084.0,7.120465608465609,5.0,1.6172275132275131,1.0,28.83263492063492,1.0
24265.0,12.331506849315069,79.0,62010.0,3.345635910224439,2.0,1.568079800498753,1.0,20.253865336658354,0.0
24160.0,9.367123287671232,61.0,91536.0,6.083069341781063,4.0,1.3942273847236888,1.0,5.3646603308694125,0.0
23830.0,12.608219178082193,13.0,280838.0,5.226869455006337,3.0,1.8043092522179975,1.0,3564.062103929024,0.0
23788.0,10.772602739726027,187.0,589256.0,7.501642729747489,5.0,1.6110015957946118,1.0,68.66018961794799,1.0
23759.0,14.326027397260274,405.0,181774.0,6.0947704394794995,4.0,1.9410753744168918,2.0,46.08053032163025,0.0
23673.0,11.189041095890412,167.0,158012.0,5.818886019918849,3.0,1.349686462559941,1.0,165.40686093692364,0.0
23618.0,10.002739726027396,9.0,34414.0,3.037243947858473,2.0,1.2830540037243947,1.0,20.5512104283054,0.0
23479.0,7.887671232876713,160.0,163111.0,4.6015355086372365,2.0,1.565834932821497,1.0,28.12552783109405,0.0
23107.0,6.854794520547945,70.0,229877.0,4.920158690800893,3.0,1.2486982395239277,1.0,83.0047111331515,1.0
22628.0,6.958904109589041,25.0,55001.0,4.441255006675568,3.0,1.1775700934579438,1.0,12.554739652870493,0.0
22208.0,12.32054794520548,0.0,894.0,2.901098901098901,2.0,1.0,1.0,0.23076923076923078,0.0
21819.0,4.641095890410959,716.0,232970.0,6.583016476552598,4.0,1.5377059569074778,1.0,64.43282636248416,1.0
21803.0,10.767123287671232,28.0,262348.0,7.539164888753429,5.0,1.2922889362999086,1.0,52.220054861322765,0.0
21640.0,1.3972602739726028,0.0,336.0,0.8181818181818182,1.0,1.0,1.0,0.0,0.0
21617.0,8.301369863013699,21.0,215965.0,6.867084203201113,4.0,1.3305497564370217,1.0,114.24077940153097,1.0
21545.0,6.263013698630137,1.0,8076.0,7.97887323943662,5.0,1.158450704225352,1.0,6.426056338028169,0.0
21519.0,13.005479452054795,25.0,12237.0,6.01685393258427,5.0,1.9438202247191012,2.0,54.337078651685395,1.0
21024.0,1.7452054794520548,43.0,34786.0,6.083495145631068,4.0,1.2601941747572816,1.0,16.010679611650485,0.0
20586.0,8.347945205479451,48.0,31257.0,5.52435064935065,2.0,1.577922077922078,1.0,55.853896103896105,0.0
20401.0,1.2767123287671234,19.0,82690.0,6.465339233038348,4.0,1.2190265486725664,1.0,67.3952802359882,0.0
20322.0,11.449315068493151,0.0,11325.0,4.528409090909091,3.0,1.2897727272727273,1.0,179.6818181818182,0.0
20290.0,6.597260273972603,10.0,80596.0,4.49968132568515,2.0,1.319949012109624,1.0,71.76800509878903,0.0
20119.0,9.169863013698631,58.0,197605.0,6.5336805966615366,4.0,1.4529418728542678,1.0,26.023440274653723,0.0
20002.0,12.093150684931507,46.0,60362.0,3.578977599080988,2.0,1.2194141298104537,1.0,20.9862148190695,0.0
19865.0,10.586301369863014,20.0,1452.0,2.272727272727273,1.0,1.1272727272727272,1.0,3.090909090909091,0.0
19619.0,4.123287671232877,91.0,39297.0,4.950187969924812,3.0,1.2208646616541354,1.0,22.174812030075188,0.0
19537.0,6.994520547945205,8.0,90884.0,4.6158833063209075,3.0,1.1280388978930307,1.0,1532.8849270664505,1.0
19465.0,6.517808219178082,0.0,17375.0,4.29290144727774,4.0,1.0544452101998623,1.0,1.3880082701585115,0.0
19461.0,4.265753424657534,39.0,22952.0,5.522248243559719,3.0,1.6463700234192038,1.0,48.114754098360656,0.0
18833.0,12.676712328767124,5.0,1792.0,4.733333333333333,3.0,1.3555555555555556,1.0,24.6,0.0
18811.0,12.29041095890411,3.0,97667.0,5.3883597883597885,4.0,1.415873015873016,1.0,23.07037037037037,1.0
18562.0,3.6356164383561644,0.0,6598.0,1.2924901185770752,1.0,1.08300395256917,1.0,3.5019762845849804,1.0
17924.0,7.947945205479452,0.0,1142.0,4.594405594405594,4.0,1.048951048951049,1.0,0.5944055944055944,0.0
17756.0,8.005479452054795,0.0,32495.0,2.611231101511879,2.0,1.0539956803455723,1.0,16.19654427645788,3.0
17704.0,15.126027397260273,31.0,41027.0,5.806646525679758,3.0,1.811178247734139,1.0,48.30211480362538,0.0
17675.0,12.495890410958904,14.0,13167.0,4.480487804878049,3.0,1.2902439024390244,1.0,25.882926829268293,0.0
17541.0,8.326027397260274,107.0,13287.0,5.582089552238806,2.0,1.2686567164179106,1.0,1181.402985074627,5.0
17258.0,8.534246575342467,59.0,40089.0,4.7915057915057915,3.0,1.606177606177606,1.0,28.434362934362934,0.0
17206.0,5.123287671232877,34.0,24242.0,4.360983102918587,3.0,1.2918586789554531,1.0,62.284178187403995,0.0
17146.0,12.786301369863013,96.0,39029.0,6.534713763702801,5.0,1.6394640682095005,1.0,19.361753958587087,1.0
17098.0,10.052054794520547,55.0,61598.0,6.87960687960688,5.0,1.3988533988533989,1.0,26.45945945945946,0.0
16902.0,5.882191780821918,20.0,83708.0,7.780728168628524,6.0,1.2176293457432248,1.0,15.833835203941966,0.0
16868.0,13.263013698630138,1.0,2379.0,4.891891891891892,4.0,1.3783783783783783,1.0,14.162162162162161,4.0
16801.0,6.131506849315069,46.0,6054.0,5.51010101010101,2.0,1.3434343434343434,1.0,12.984848484848484,6.0
16776.0,13.312328767123288,0.0,7434.0,4.864285714285714,3.0,1.5857142857142856,1.0,28.84285714285714,0.5
16772.0,11.013698630136986,0.0,2081.0,1.0340909090909092,1.0,1.0,1.0,3.909090909090909,0.0
16719.0,8.586301369863014,34.0,37661.0,5.848484848484849,4.0,1.3424242424242425,1.0,25.546464646464646,0.0
16709.0,8.457534246575342,0.0,41742.0,4.49901768172888,3.0,1.4086444007858545,1.0,340.8565815324165,0.0
16616.0,8.287671232876713,102.0,110546.0,7.089832181638697,4.0,1.5286278381046396,1.0,89.31688055281343,1.0
16501.0,5.5698630136986305,204.0,57219.0,8.156376226197345,6.0,1.4218118869013272,1.0,13.198499711482977,0.0
16441.0,8.115068493150686,0.0,1631.0,4.7105263157894735,3.5,1.043859649122807,1.0,2.491228070175439,0.0
16388.0,10.26849315068493,69.0,82248.0,4.891419893697798,3.0,1.6195899772209568,1.0,146.89217919514047,0.0
16298.0,7.167123287671233,7.0,79597.0,4.435323383084577,3.0,1.7106135986733002,1.0,17.65174129353234,0.0
16269.0,12.613698630136986,0.0,724853.0,8.761460173269409,6.0,1.3726133400622424,1.0,76.27723105391539,1.0
16263.0,6.027397260273973,0.0,2124.0,5.714285714285714,5.0,1.2207792207792207,1.0,0.8181818181818182,0.0
16222.0,4.3561643835616435,99.0,75074.0,6.799345692475463,4.0,1.7360959651035988,1.0,67.17230098146129,1.0
15770.0,8.578082191780823,0.0,2813.0,4.4684014869888475,4.0,1.0260223048327137,1.0,1.4349442379182156,0.0
15624.0,7.298630136986302,50.0,47736.0,3.860977288368892,2.0,2.792842395044735,2.0,14.695801789401239,0.0
15532.0,10.586301369863014,0.0,2260.0,5.142857142857143,4.0,1.4285714285714286,1.0,6.723809523809524,1.0
15468.0,5.778082191780822,0.0,609.0,1.3076923076923077,1.0,1.0,1.0,0.9230769230769231,0.0
15064.0,12.432876712328767,219.0,52064.0,3.3358815097945533,2.0,1.4027711419015767,1.0,18.39082656473961,0.0
14985.0,10.561643835616438,0.0,1662880.0,7.409713346722659,4.0,1.618860690158846,1.0,69.86721745481103,0.0
14899.0,10.432876712328767,60.0,22591.0,4.755196304849885,3.0,2.0554272517321017,1.0,13.290993071593533,0.0
14697.0,6.213698630136986,0.0,14454.0,4.280405405405405,3.0,1.1300675675675675,1.0,3.300675675675676,0.0
14542.0,11.172602739726027,0.0,360.0,11.0,5.0,2.3333333333333335,2.0,178.66666666666666,0.0
